N.,DEPA,ODS,Nombre_EPS,ID.EPS,Localidad,ID.Localidad,Ubigeo.CCPP,CCPP,ID.Reservorio,Nombre_Reservorio,X..Este....UTM,Y..Norte....UTM,Zona...UTM,Altitud,Tipo.de.Reservorio,Estado.Operativo,Observación,Antigüedad..Años.,Volumen.Reservorio..m3.,Material,Cuenta.con.tapa,Cerco.Protección,Foto_panoramica,Foto_tapa,Foto_estado,Fecha.de.fotos,Foto.Propia.de.ODS.o.de.EPS,X,Y
430,TUMBES,TUMBES,AGUA TUMBES,NA,ZORRITOS,ZORRITOS,2402010001,Zorritos,RA Trillizo 2,RA Trillizo 2,537940,9594077,17M,55,Apoyado,Opera Limitado,Tubería de conducción presenta fuga,NA,250,Acero,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/8.%20Pan%20Res%20Trilizo%202%20-%202024.07.12.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/8.%20Tapa%20Res%20Trillizo%202%20-%202024.07.12.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/8.%20Obs.%20Res%20Trillizo%202%20-%202024.07.12.jpg,45485,ODS,-3.672396725879419,-80.6583479469774
431,TUMBES,TUMBES,AGUA TUMBES,NA,ZORRITOS,ZORRITOS,2402010001,Zorritos,RA Trillizo 3,RA Trillizo 3,537934,9594085,17M,55,Apoyado,Opera Limitado,Infraestructura deteriorada opera a mitad de capacidad,NA,250,Acero,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/9.%20Pan%20Res%20Trillizo%203%20-%202024.07.12.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/9.%20Tapa%20Res%20Trillizo%203%20-%202024.07.12.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/9.%20Obs%20Res%20Trillizo%203%20-%202024.07.12.jpg,45485,ODS,-3.6723243723764307,-80.65840200421263
432,TUMBES,TUMBES,AGUA TUMBES,NA,PAMPAS  DE HOSPITAL,PAMPAS  DE HOSPITAL,2401040001,Pampas de Hospital,RE Pampas de Hospital 100,RE Pampas de Hospital 100,562111,9591836,17M,25,Elevado,NA,NA,NA,100,Concreto,NA,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/10.%20Res%20Pampas%20de%20Hospital%201%20-%202024.05.15.jpg,NA,NA,45427,ODS,-3.69255982323869,-80.44067956907348
433,TUMBES,TUMBES,AGUA TUMBES,NA,PAMPAS  DE HOSPITAL,PAMPAS  DE HOSPITAL,2401040001,Pampas de Hospital,RE Pampas de Hospital 200,RE Pampas de Hospital 200,562098,9591845,17M,25,Elevado,NA,NA,NA,200,Concreto,NA,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/11.%20Res%20Pampas%20de%20Hospital%202%20-%202024.05.15.jpg,NA,NA,45427,ODS,-3.69247847864257,-80.44079668353467
434,TUMBES,TUMBES,AGUA TUMBES,NA,PUERTO PIZARRO,PUERTO PIZARRO,2401010004,Cruce Pizarro,RE Puerto Pizarro,RE Puerto Pizarro,567251,9608270,17M,22,Elevado,NA,NA,NA,1000,Concreto,NA,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/11.%20Res%20Pampas%20de%20Hospital%202%20-%202024.05.15.jpg,NA,NA,45288,ODS,-3.543860131038305,-80.39449334347836
435,TUMBES,TUMBES,AGUA TUMBES,NA,SAN JACINTO,SAN JACINTO,2401050005,La Peña,RA La Peña,RA La Peña,560132,9593994,17M,67,Apoyado,NA,NA,NA,600,Concreto,NA,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/13.%20Res%20La%20Pe%C3%B1a%20-%202023.12.21.jpg,NA,NA,45281,ODS,-3.6730484834580697,-80.4585120623291
436,TUMBES,TUMBES,AGUA TUMBES,NA,CANOAS DE PUNTA SAL,CANOAS DE PUNTA SAL,2402030001,Cancas,RA Canoas,RA Canoas,506548,9563730,17M,25,Apoyado,NA,NA,NA,400,Concreto,NA,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/14.%20Res.%20Canoas%20de%20Punta%20Sal%20-%202023.12.19.jpg,NA,NA,45279,ODS,-3.947006829198056,-80.9410158186237
437,TUMBES,TUMBES,AGUA TUMBES,NA,TUMBES,TUMBES,2401060001,San Juan de la  Virgen,RA San Juan 1,RA San Juan 1,562742,9598641,17m,35,Apoyado,Opera Normal,NA,NA,220,Concreto,No,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/15.%20Pan%20Res%20San%20Juan%201%20-%202024.07.12.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/15.%20Tapa%20Res%20San%20Juan%201%20-%202024.07.12.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/15.%20Obs.%20Res%20San%20Juan%201%20-%202024.07.12.jpg,45485,ODS,-3.6309947809333982,-80.43503608032816
76,TUMBES,TUMBES,AGUA TUMBES,NA,TUMBES,TUMBES,2401060001,San Juan de la Virgen,RA San Juan 2,RA San Juan 2,562720,9598664,17m,34,Apoyado,Opera Limitado,"Infraestructura deteriorada, techo de concreto fracturado y valvula de desague presenta fugas",NA,200,Concreto,No,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/16.%20Pan.%20Res%20San%20Juan%202%20-%2012.07.2024.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/16.%20Tapa%20Res%20San%20Juan%202%20-%202024.07.12.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/15.%20Obs.%20Res%20San%20Juan%201%20-%202024.07.12.jpg,45485,ODS,-3.6307868355394035,-80.43523430337939
77,AMAZONAS,AMAZONAS,EMUSAP S.A.,1,CHACHAPOYAS,CHACHAPOYAS,010101,Chachapoyas, ,R-1,183413,9310050,18M,2405,Apoyado,Opera Normal,Tapa sanitaria con presencia de óxido,58,560,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-1/1.-PANORAMICA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-1/2.-TAPAS%20SANITARIAS.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-1/3.-%20ESTADO.jpeg,45481,ODS,-6.2341778867778705,-77.86073028285914
440,AMAZONAS,AMAZONAS,EMUSAP S.A.,1,CHACHAPOYAS,CHACHAPOYAS,010101,Chachapoyas, ,R-2,183389,9309396,18M,2429,Apoyado,Opera Normal,Tapa sanitaria de PVC y móvil,31,1000,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-2/1.-%20PANORAMICA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-2/2.-%20TAPA%20SANITARIA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-2/3.-ESTADO.jpeg,45481,ODS,-6.240085529402976,-77.86097902672708
79,AMAZONAS,AMAZONAS,EMUSAP S.A.,1,CHACHAPOYAS,CHACHAPOYAS,010101,Chachapoyas, ,R-3-1,181367,9311158,18M,2444,Apoyado,Opera Limitado,Con tapa sanitaria,28,100,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-3-1/1.-%20PANOR%C3%81MICA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-3-1/2.-TAPA%20SANITARIA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-3-1/3.-ESTADO.jpeg,45484,ODS,-6.2240667506178795,-77.8791478763517
80,AMAZONAS,AMAZONAS,EMUSAP S.A.,1,CHACHAPOYAS,CHACHAPOYAS,010101,Chachapoyas,NA,R-3-2,181367,9311158,18M,2444,Apoyado,Opera Normal,Con tapa sanitaria,3,100,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-3-2/1.-PANORAMICA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-3-2/2.-TAPA%20SANITARIA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-3-2/3.-ESTADO.jpeg,45485,ODS,-6.2240667506178795,-77.8791478763517
443,AMAZONAS,AMAZONAS,EMUSAP S.A.,1,CHACHAPOYAS,CHACHAPOYAS,010101,Chachapoyas, ,R-4-1,182716,9312200,18M,2412,Apoyado,Opera Normal,Con tapa sanitaria,26,100,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-4-1/1.-PANORAMICA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-4-1/2.-TAPA%20SANITARIA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-4-1/3.-ESTADO.jpeg,45484,ODS,-6.214718752586648,-77.8669177387011
444,AMAZONAS,AMAZONAS,EMUSAP S.A.,1,CHACHAPOYAS,CHACHAPOYAS,010101,Chachapoyas, ,R-4-2,182728,9312194,18M,2113,Apoyado,Opera Normal,Con tapa sanitaria,9,100,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-4-2/1.-PANORAMICA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-4-2/2.-TAPA%20SANITARIA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMUSAP%20S.A/R-4-2/3.-ESTADO.jpeg,45484,ODS,-6.214773549465381,-77.8668096947921
445,AMAZONAS,AMAZONAS,EPSSMU S.A.,NA,BAGUA GRANDE,BAGUA GRANDE,010701,Bagua Grande,NA,R-1,782806,9362918,17M,510,Apoyado,Opera Limitado,"Con tapa sanitaria en mal estado, con presencia de óxido ",39,1000,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EPSSMU%20S.A/R-1/2.-PANOR%C3%81MICA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EPSSMU%20S.A/R-1/2.-TAPA%20SANITARIA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EPSSMU%20S.A/R-1/3.-ESTADO.jpeg,45482,ODS,-5.757963543892457,-78.44652619926669
446,AMAZONAS,AMAZONAS,EPSSMU S.A.,NA,BAGUA GRANDE,BAGUA GRANDE,010701,Bagua Grande,NA,R-2,781893,9362833,17M,543,Apoyado,Opera Limitado,No tiene tapa sanitaria,23,1000,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EPSSMU%20S.A/R-2/1.-PANOR%C3%81MICA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EPSSMU%20S.A/R-2/2.-TAPA%20SANITARIA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EPSSMU%20S.A/R-2/3.-ESTADO.jpeg,45482,ODS,-5.758768581846524,-78.45476079316037
447,AMAZONAS,AMAZONAS,EPSSMU S.A.,NA,BAGUA GRANDE,BAGUA GRANDE,010701,Bagua Grande,NA,R-3,784367,9362705,17M,497,Apoyado,Opera Normal,"Con tapa sanitaria en mal estado, con presencia de óxido ",19,1000,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EPSSMU%20S.A/R-3/1.-PANOR%C3%81MICA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EPSSMU%20S.A/R-3/2.-TAPA%20SANITARIA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EPSSMU%20S.A/R-3/3.-ESTADO.jpeg,45482,ODS,-5.759825187288706,-78.43243274633018
448,AMAZONAS,AMAZONAS,EPSSMU S.A.,NA,BAGUA GRANDE,BAGUA GRANDE,010701,Bagua Grande,NA,R-4,784759,9361327,17M,584,Apoyado,Opera Normal,"Con tapa sanitaria en mal estado, con presencia de óxido ",18,200,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EPSSMU%20S.A/R-4/1.-PANOR%C3%81MICA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EPSSMU%20S.A/R-4/3.-TAPA%20SANITARIA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EPSSMU%20S.A/R-4/3.-ESTADO.jpeg,45482,ODS,-5.7722625357102215,-78.4288396732815
449,AMAZONAS,AMAZONAS,EPSSMU S.A.,NA,BAGUA GRANDE,BAGUA GRANDE,010701,Bagua Grande,NA,R-5,781982,9361611,17M,590,Elevado,Opera Normal,Con tapa sanitaria,13,500,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EPSSMU%20S.A/R-5/1.-PANORAMICA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EPSSMU%20S.A/R-5/2.-%20TAPA%20SANITARIA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EPSSMU%20S.A/R-5/3.-ESTADO.jpeg,45482,ODS,-5.769808706245504,-78.45390849670301
450,AMAZONAS,AMAZONAS,EMAPAB S.A. ,NA,BAGUA,BAGUA,010201,Bagua,NA,CÉSAR VALLEJO,773493,9377078,17M,467,Apoyado,Opera Normal,Con tapa sanitaria con presencia de óxido,47,500,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMAPAB%20S.A/C%C3%89SAR%20VALLEJO/1.-%20PANORAMICA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMAPAB%20S.A/C%C3%89SAR%20VALLEJO/2.-TAPA%20SANITARIA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMAPAB%20S.A/C%C3%89SAR%20VALLEJO/3.-ESTADO.jpeg,45483,ODS,-5.630356353224743,-78.53110668781702
78,AMAZONAS,AMAZONAS,EMAPAB S.A. ,NA,BAGUA,BAGUA,010201,Bagua,NA,PRONAP,773816,9376881,17M,477,Apoyado,Opera Limitado,Con tapa sanitaria con presencia de óxido,16,1000,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMAPAB%20S.A/PRONAP/1.-PANOR%C3%81MICA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMAPAB%20S.A/PRONAP/2.-TAPA.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/1.-AMAZONAS/EMAPAB%20S.A/PRONAP/3.-%20ESTADO.jpeg,45483,ODS,-5.632124476077153,-78.52818519068936
79,ANCASH,ANCASH - CHIMBOTE,SEDACHIMBOTE S.A.,13,CHIMBOTE,014001,0218010001,Chimbote,NA,R II A ,765607.98,8997437.99,17L,NA,Apoyado,Opera Normal,Con tapa sanitaria,65,6000,NA,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/6.-CHIMBOTE/SEDA%20CHIMBOTE%20%20S.A/1.%20Reservorio%20R%20II%20A/R%20II%20A%20.png,NA,NA,41562,ODS,-9.061754117663913,-78.58376667919065
453,ANCASH,ANCASH - CHIMBOTE,SEDACHIMBOTE S.A.,14,CHIMBOTE,014001,0218010001,Chimbote,NA,R II B,765619.53,8997467.07,17L,NA,Apoyado,Opera Normal,Con tapa sanitaria,45,6000,NA,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/6.-CHIMBOTE/SEDA%20CHIMBOTE%20%20S.A/2.%20Reservorio%20R%20II%20B/R%20II%20B.png,NA,NA,41562,ODS,-9.061490628989056,-78.58366343027784
81,ANCASH,ANCASH - CHIMBOTE,SEDACHIMBOTE S.A.,14,CHIMBOTE,014001,0218010001,Chimbote,NA,R II C ,765595.7,8997386.88,17L,NA,Apoyado,Opera Normal,Con tapa sanitaria,9,2000,NA,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/6.-CHIMBOTE/SEDA%20CHIMBOTE%20%20S.A/3.%20Reservorio%20R%20II%20C/R%20II%20C.png,NA,NA,41562,ODS,-9.062216734582053,-78.58387523388969
82,ANCASH,ANCASH - CHIMBOTE,SEDACHIMBOTE S.A.,14,CHIMBOTE,014001,0218010001,Chimbote,NA,R III,769629.25,8993912.91,17L,NA,Apoyado,Opera Normal,Con tapa sanitaria,65,3600,NA,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/6.-CHIMBOTE/SEDA%20CHIMBOTE%20%20S.A/4.%20Reservorio%20R%20III/R%20III.jpg,NA,NA,45013,ODS,-9.09336591425274,-78.54699149644642
456,ANCASH,ANCASH - CHIMBOTE,SEDACHIMBOTE S.A.,14,CHIMBOTE,014001,0218010001,Chimbote,NA,R III A,769676.71,8993902.91,17L,NA,Apoyado,Opera Normal,Con tapa sanitaria,35,1000,NA,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/6.-CHIMBOTE/SEDA%20CHIMBOTE%20%20S.A/5.%20Reservorio%20R%20III%20A/R%20III%20A.jpg,NA,NA,45013,ODS,-9.09345337724848,-78.54655937564455
457,ANCASH,ANCASH - CHIMBOTE,SEDACHIMBOTE S.A.,14,CHIMBOTE,014001,0218010001,Chimbote,NA,R III B ,769546.17,8993994.61,17L,NA,Apoyado,Opera Normal,Con tapa sanitaria,26,2000,NA,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/6.-CHIMBOTE/SEDA%20CHIMBOTE%20%20S.A/6.%20Reservorio%20R%20III%20B/R%20III%20B.png,NA,NA,41562,ODS,-9.092632697481536,-78.54775188554798
458,ANCASH,ANCASH - CHIMBOTE,SEDACHIMBOTE S.A.,14,CHIMBOTE,014001,0218010001,Chimbote,NA,R III C ,769667.07,8993867.96,17L,NA,Apoyado,Opera Normal,Con tapa sanitaria,16,2000,NA,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/6.-CHIMBOTE/SEDA%20CHIMBOTE%20%20S.A/7.%20Reservorio%20R%20III%20C/R%20III%20C.jpg,NA,NA,45013,ODS,-9.093769799842672,-78.54664487048552
459,ANCASH,ANCASH - CHIMBOTE,SEDACHIMBOTE S.A.,14,CHIMBOTE,014001,0218010001,Chimbote,NA,R IV,765773.04,8998935.82,17L,NA,Apoyado,Opera Normal,Con tapa sanitaria,45,350,NA,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/6.-CHIMBOTE/SEDA%20CHIMBOTE%20%20S.A/8.%20Reservorio%20R%20IV/R%20IV.png,NA,NA,41562,ODS,-9.048208370676969,-78.58235653479842
460,ANCASH,ANCASH - CHIMBOTE,SEDACHIMBOTE S.A.,14,CHIMBOTE,014001,0218010001,Chimbote,NA,R IV A,765760.56,8998946.72,17L,NA,Apoyado,Opera Normal,Con tapa sanitaria,16,500,NA,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/6.-CHIMBOTE/SEDA%20CHIMBOTE%20%20S.A/9.%20Reservorio%20R%20IV%20A/R%20IV%20A.png,NA,NA,41562,ODS,-9.048110616600981,-78.58247064941646
461,ANCASH,ANCASH - CHIMBOTE,SEDACHIMBOTE S.A.,14,CHIMBOTE,014001,0218010001,Chimbote,NA,R V ,765757.38,8999145.45,17L,NA,Apoyado,Opera Normal,Con tapa sanitaria,41,600,NA,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/6.-CHIMBOTE/SEDA%20CHIMBOTE%20%20S.A/10.%20Reservorio%20R%20V/R%20V.png,NA,NA,41562,ODS,-9.046314891217671,-78.58251155318904
462,ANCASH,ANCASH - CHIMBOTE,SEDACHIMBOTE S.A.,14,NUEVO CHIMBOTE,NA,0218090001,BUENOS AIRES,NA,R VII A - Planta,773327.65,8992314.1,17L,NA,Apoyado,Opera Normal,Con tapa sanitaria,58,5000,NA,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/6.-CHIMBOTE/SEDA%20CHIMBOTE%20%20S.A/11.%20Reservorio%20R%20VII%20A%20-%20Planta/R%20VII%20A.png,NA,NA,41562,ODS,-9.107585684686086,-78.51326632259786
