"","Prestador_Codigo","ubigeo_censo_17","Anio_informacion","nomprest","nomdep","nomprov","nomdist","NOM_CCPP","POBTOTAL","VIVTOTAL","densidad_pob","Latitud","Longitud","brinda_agua","brinda_alca","brinda_tar","brinda_excretas","cob_agua","cob_alca","Conex_tot_agua","Conex_tot_alca","tipo_fuente","licenciadeuso","tipo_prestador","es_formal","cobra_cuota","monto_cuota","conti_estiaje_horas","conti_avenida_horas","conti_estiaje_dias","conti_avenida_dias","tiene_sistema_cloracion","realiza_cloracion","cloro_residual_uv","tipo_agua","cloro_residual_reservorio","Ubic_APC_EPES","fuente","ambito","Prestador_Codigo_aux","ambito_prest","cuentaconlicenciavertimiento","numubs","EPS1","dentro_ambito","SECTOR","NOMEP","COD_EP","COD_LOC","COD_SECTOR","ID_LOCALID","distancia_minima","dentro_ambito_prest","info","NOMEP2","Prestador_Codigo_aux_2","ubigeo_censo_17_aux","POBTOTAL_aux"
"5021","LA LIBERTAD-107",1311010001,2019,"MUNICIPALIDAD PROVINCIAL GRAN CHIMÚ","LA LIBERTAD","GRAN CHIMU","CASCAS","CASCAS",4688,1549,2.63734963518044,-7.47956963,-78.81978985,"Si","Si","Si","Si",NA,77.47,1527,1200,"Mixta","Algunas","PM","No","Si",NA,2,2,4,4,NA,NA,NA,NA,NA,"Lejano","SUNASS","PC","1311010001-1","PC","Ninguna",NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02806","02806SEC01","02806 - CHOCOPE",55.6577405672434,"NO","Unico","SEDALIB S.A.","1311010001-1",1311010001,4688
"5022","LA LIBERTAD-60",1302060014,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO EL PANCAL","LA LIBERTAD","ASCOPE","RAZURI","EL PANCAL",61,32,2.6167321051042,-7.74146667,-79.39152167,"Si","No","No","No",NA,0,9,0,"Subterránea","Ninguna","OC","Si","Si",5,1,1,7,7,NA,NA,NA,NA,NA,"Cercano","SUNASS","Rural","1302060014-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02807","02807SEC01","02807 - PUERTO MALABRIGO",5.98679380267433,"NO","Ambos","SEDALIB S.A.","1302060014-1",1302060014,61
"5023","LA LIBERTAD-83",1302060013,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO LA LÍNEA DE PANCAL","LA LIBERTAD","ASCOPE","RAZURI","LA LINEA DE PANCAL",91,37,2.6167321051042,-7.72906833,-79.377945,"Si","No","No","No",NA,0,31,0,NA,NA,"OC","Si","Si",10,1,1,7,7,NA,NA,NA,NA,NA,"Cercano","SUNASS","Rural","1302060013-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02807","02807SEC01","02807 - PUERTO MALABRIGO",6.45759046479574,"NO","Ambos","SEDALIB S.A.","1302060013-1",1302060013,91
"5024","LA LIBERTAD-112",1302050010,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO MACABÍ BAJO","LA LIBERTAD","ASCOPE","PAIJAN","MACABI BAJO",1646,485,3.22020628805766,-7.71903112,-79.35583858,"Si","No","No","No",NA,0,340,0,"Subterránea","Ninguna","OC","Si","Si",7,2,2,7,7,NA,NA,NA,NA,NA,"Cercano","SUNASS","Rural","1302050010-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 2","SEDALIB S.A.","028","02808","02808SEC02","02808 - PAIJAN",4.33551634916207,"NO","Ambos","SEDALIB S.A.","1302050010-1",1302050010,1646
"5025","LA LIBERTAD-54",1302040005,2019,"MUNICIPALIDAD DISTRITAL DE MAGDALENA DE CAO","LA LIBERTAD","ASCOPE","MAGDALENA DE CAO","SALAMANCA",714,265,2.38201160541586,-7.8215124,-79.27403708,"Si","Si","No","No",NA,82.64,219,219,"Subterránea","Ninguna","PM","No","Si",6,3,3,7,7,NA,NA,NA,NA,NA,"Cercano","SUNASS","Rural","1302040001-1","Rural","Ninguna",NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02806","02806SEC01","02806 - CHOCOPE",5.95605043751177,"NO","Ambos","SEDALIB S.A.","1302040001-1",1302040005,714
"5026","LA LIBERTAD-54",1302040001,2019,"MUNICIPALIDAD DISTRITAL DE MAGDALENA DE CAO","LA LIBERTAD","ASCOPE","MAGDALENA DE CAO","MAGDALENA DE CAO",1333,426,2.38201160541586,-7.87639344,-79.2959707,"Si","Si","No","No",NA,100,450,450,"Subterránea","Ninguna","PM","No","Si",6,12,12,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1302040001-1","Rural","Ninguna",NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02806","02806SEC01","02806 - CHOCOPE",12.0019798017041,"NO","Ambos","SEDALIB S.A.","1302040001-1",1302040001,1333
"5027","LA LIBERTAD-81",1310010001,2019,"MUNICIPALIDAD DE SANTIAGO DE CHUCO","LA LIBERTAD","SANTIAGO DE CHUCO","SANTIAGO DE CHUCO","SANTIAGO DE CHUCO",6821,2170,2.9988535866361,-8.14521259,-78.17350957,"Si","Si","No","No",NA,99.49,2159,2159,"Superficial","Ninguna","PM","No","Si",5,8,8,4,4,NA,NA,NA,NA,NA,"Lejano","SUNASS","PC","1310010001-1","PC",NA,NA,"SEDALIB S.A.","No","Sector 20","SEDALIB S.A.","028","02801","02801SEC20","02801 - TRUJILLO",85.6302197593449,"NO","Unico","SEDALIB S.A.","1310010001-1",1310010001,6821
"5028","LA LIBERTAD-45",1307050002,2019,"MUNICIPALIDAD DISTRITAL DE JEQUETEPEQUE","LA LIBERTAD","PACASMAYO","SAN JOSE","CRUCE SAN MARTIN DE PORRES (EL CRUCE)",4095,1476,2.48038198048578,-7.33269808,-79.48288376,"Si","Si","Si","No",NA,60.98,0,900,"Subterránea","Todas","PM","No","Si",7,NA,NA,0,0,NA,NA,NA,NA,NA,"Lejano","SUNASS","PC","1307030001-1","PC",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02802","02802SEC01","02802 - CHEPEN",12.0991222833835,"NO","Unico","SEDALIB S.A.","1307030001-1",1307050002,4095
"5029","LA LIBERTAD-102",1307010003,2019,"COMITÉ DE SERVICIO DE SANEAMIENTO MASANCA, CHOCOFAN Y CAVOUR","LA LIBERTAD","PACASMAYO","SAN PEDRO DE LLOC","CAVOUR",27,23,2.66218867924528,-7.37144833,-79.46806167,"Si","Si","Si","No",NA,0,NA,0,"Subterránea","Ninguna","Otro",NA,"Si",NA,6,6,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1307010002-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02802","02802SEC01","02802 - CHEPEN",15.4465234355822,"NO","Ambos","SEDALIB S.A.","1307010002-1",1307010003,27
"5030","LA LIBERTAD-110",1302030008,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO MOLINO CHOCOPE","LA LIBERTAD","ASCOPE","CHOCOPE","MOLINO CHOCOPE",242,89,3.32062700391878,-7.80750167,-79.25081,"Si","No","No","Si",NA,0,95,0,"Subterránea","Todas","OC","Si","Si",11,6,6,7,7,NA,NA,NA,NA,NA,"Cercano","SUNASS","Rural","1302030008-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02806","02806SEC01","02806 - CHOCOPE",2.97489672928708,"NO","Ambos","SEDALIB S.A.","1302030008-1",1302030008,242
"5031","LA LIBERTAD-46",1307020023,2019,"JUNTA ADMINISTRADORA DE AGUA POTABLE LIMONCARRO","LA LIBERTAD","PACASMAYO","GUADALUPE","LIMONCARRO (LIMON CARRO)",3885,1316,2.81100160760467,-7.30028793,-79.42232863,"Si","No","No","Si",NA,0,750,0,"Subterránea","Ninguna","OC","No","Si",7,4,4,4,4,NA,NA,NA,NA,NA,"Cercano","SUNASS","PC","1307020023-1","PC",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02802","02802SEC01","02802 - CHEPEN",6.86656356308442,"NO","Unico","SEDALIB S.A.","1307020023-1",1307020023,3885
"5032","LA LIBERTAD-109",1307020025,2019,"MUNICIPALIDAD DEL CENTRO POBLADO DE CIUDAD DE DIOS","LA LIBERTAD","PACASMAYO","GUADALUPE","CIUDAD DE DIOS",8606,2998,2.81100160760467,-7.30383885,-79.47999939,"Si","Si","No","No",NA,3.34,1500,100,"Subterránea","Ninguna","PM","No","Si",NA,3,3,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","PC","1307020025-2","PC",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02802","02802SEC01","02802 - CHEPEN",9.15707234525595,"NO","Unico","SEDALIB S.A.","1307020025-2",1307020025,8606
"5033","LAMBAYEQUE-35",1402040001,2019,"MUNICIPALIDAD DE MANUEL ANTONIO MESONES MURO","LAMBAYEQUE","FERRENAFE","MANUEL ANTONIO MESONES MURO","MANUEL ANTONIO MESONES MURO",1787,562,2.84603886397608,-6.64492646,-79.73876408,"Si","Si","Si","No",NA,100,122,607,"Subterránea","Todas","PM",NA,"Si",8,2.5,2.5,7,7,"No","No",NA,"Bombeo sin tratamiento",NA,"Cercano","SUNASS","Rural","1402040001-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Ferreñafe II","EPSEL S.A.","029","029003","029003SEC02","029003 - FERREÑAFE",4.73949023446868,"NO","Ambos","EPSEL S.A.","1402040001-1",1402040001,1787
"5034","LAMBAYEQUE-42",1401150013,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SAN NICOLÁS","LAMBAYEQUE","CHICLAYO","SANA","SAN NICOLAS",429,186,2.61173561151079,-6.93088,-79.61315333,"Si","Si","Si","No",NA,100,200,200,"Subterránea","Todas","OC","Si","Si",0.8,12,12,7,7,"Si","Si",NA,"Bombeo sin tratamiento",NA,"Cercano","SUNASS","Rural","1401150013-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Zaña","EPSEL S.A.","029","029013","029013SEC01","029013 - ZAÑA",2.74395481139659,"NO","Ambos","EPSEL S.A.","1401150013-1",1401150013,429
"5035","LAMBAYEQUE-54",1403080089,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO GARBANZAL","LAMBAYEQUE","LAMBAYEQUE","OLMOS","GARBANZAL",298,120,3.23389453179352,-5.91587333,-79.73666833,"Si","No","No","No",NA,0,96,0,"Subterránea","Todas","OC","Si","Si",12,2,2,3,3,"Si","Si",NA,"Bombeo sin tratamiento",NA,"Cercano","SUNASS","Rural","1403080089-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Olmos","EPSEL S.A.","029","029019","029019SEC01","029019 - OLMOS",7.32124549620544,"NO","Ambos","EPSEL S.A.","1403080089-1",1403080089,298
"5036","LAMBAYEQUE-56",1403080091,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO PLAYA DE CASCAJAL","LAMBAYEQUE","LAMBAYEQUE","OLMOS","PLAYA DE CASCAJAL",348,98,3.23389453179352,-5.92984413,-79.77348927,"Si","No","No","Si",NA,0,86,0,"Subterránea","Ninguna","OC","Si","Si",13,14,14,7,7,"Si","Si",NA,"Bombeo sin tratamiento",NA,"Periurbano","SUNASS","Rural","1403080091-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Olmos","EPSEL S.A.","029","029019","029019SEC01","029019 - OLMOS",6.37565200978756,"NO","Ambos","EPSEL S.A.","1403080091-1",1403080091,348
"5037","LAMBAYEQUE-58",1403080002,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO EL VIRREY","LAMBAYEQUE","LAMBAYEQUE","OLMOS","EL VIRREY",448,190,3.23389453179352,-5.58130997,-79.96550999,"Si","No","No","No",NA,0,167,0,"Subterránea","Algunas","OC","Si","Si",2,24,24,7,7,"Si","Si",NA,"Bombeo sin tratamiento",NA,"Lejano","SUNASS","Rural","1403080002-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Olmos","EPSEL S.A.","029","029019","029019SEC01","029019 - OLMOS",50.5457202062995,"NO","Ambos","EPSEL S.A.","1403080002-1",1403080002,448
"5038","LAMBAYEQUE-69",1401200018,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO LA CALERITA","LAMBAYEQUE","CHICLAYO","TUMAN","LA CALERITA",80,45,3.00475881462254,-6.8082138,-79.71378656,"Si","Si","Si","No",NA,60,30,27,"Subterránea","Todas","OC","Si","Si",5,1,1,7,7,"No","No",NA,"Bombeo sin tratamiento",NA,"Lejano","SUNASS","Rural","1401200018-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Posope Alto","EPSEL S.A.","029","029026","029026SEC01","029026 - POSOPE ALTO",10.8456367995811,"NO","Ambos","EPSEL S.A.","1401200018-1",1401200018,80
"5039","LAMBAYEQUE-76",1401020027,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO HUACA BLANCA","LAMBAYEQUE","CHICLAYO","CHONGOYAPE","HUACA BLANCA",875,393,2.50190735694823,-6.65956012,-79.37020511,"Si","Si","Si","No",NA,76.34,300,300,"Subterránea","Todas","OC","Si","Si",10,4,4,7,7,"No","No",NA,"Bombeo sin tratamiento",NA,"Lejano","SUNASS","Rural","1401020027-1","Rural","Ninguna",NA,"EPSEL S.A.","No","Sector Pampa Grande","EPSEL S.A.","029","029030","029030SEC01","029030 - PAMPA GRANDE",1.35593357235893,"NO","Ambos","EPSEL S.A.","1401020027-1",1401020027,875
"5040","LAMBAYEQUE-86",1401200020,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO LA PUNTA","LAMBAYEQUE","CHICLAYO","TUMAN","LA PUNTA",183,57,3.00475881462254,-6.81672172,-79.66593508,"Si","No","No","No",NA,0,46,0,"Subterránea","Algunas","OC","Si","Si",10,13,13,7,7,"No","No",NA,"Bombeo sin tratamiento",NA,"Lejano","SUNASS","Rural","1401200020-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Posope Alto","EPSEL S.A.","029","029026","029026SEC01","029026 - POSOPE ALTO",8.77082450477069,"NO","Ambos","EPSEL S.A.","1401200020-1",1401200020,183
"5041","LAMBAYEQUE-88",1403010044,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SANTO TOMÁS","LAMBAYEQUE","LAMBAYEQUE","LAMBAYEQUE","SANTO TOMAS",494,143,3.48295703905983,-6.72246997,-79.90159999,"Si","No","No","No",NA,0,85,0,"Subterránea","Todas","OC","Si","Si",10,24,24,7,7,"Si","Si",NA,"Bombeo sin tratamiento",NA,"Periurbano","SUNASS","Rural","1403010044-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Lambayeque","EPSEL S.A.","029","029002","029002SEC01","029002 - LAMBAYEQUE",0.773605200842241,"NO","Ambos","EPSEL S.A.","1403010044-1",1403010044,494
"5042","LAMBAYEQUE-98",1403010029,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO YENCALA LEÓN EL HUABO","LAMBAYEQUE","LAMBAYEQUE","LAMBAYEQUE","YENCALA LEON EL HUABO",244,48,3.48295703905983,-6.7103982,-79.96466951,"Si","No","No","No",NA,0,34,0,"Subterránea","Todas","OC","No","Si",10,4,4,4,4,"No","No",NA,"Bombeo sin tratamiento",NA,"Cercano","SUNASS","Rural","1403010029-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Lambayeque","EPSEL S.A.","029","029002","029002SEC01","029002 - LAMBAYEQUE",4.6329092022271,"NO","Ambos","EPSEL S.A.","1403010029-1",1403010029,244
"5043","LAMBAYEQUE-105",1401110005,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO EL HORCÓN I","LAMBAYEQUE","CHICLAYO","PICSI","HORCON I",157,44,4.7139146567718,-6.69693167,-79.805185,"Si","No","No","No",NA,0,19,0,"Subterránea","Todas","OC","Si","Si",10,24,24,7,7,"No","No",NA,"Bombeo sin tratamiento",NA,"Cercano","SUNASS","Rural","1401110005-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Picsi","EPSEL S.A.","029","029011","029011SEC01","029011 - PICSI",3.83322431243045,"NO","Ambos","EPSEL S.A.","1401110005-1",1401110005,157
"5044","LAMBAYEQUE-106",1401110003,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SAN MIGUEL","LAMBAYEQUE","CHICLAYO","PICSI","SAN MIGUEL",439,139,4.7139146567718,-6.70205672,-79.76170836,"Si","Si","No","No",NA,79.14,110,110,"Subterránea","Ninguna","OC","Si","Si",10,5,5,7,7,"No","No",NA,"Bombeo sin tratamiento",NA,"Periurbano","SUNASS","Rural","1401110003-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Picsi","EPSEL S.A.","029","029011","029011SEC01","029011 - PICSI",1.34138928503399,"NO","Ambos","EPSEL S.A.","1401110003-1",1401110003,439
"5045","LAMBAYEQUE-71",1403120030,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SASAPE VIEJO","LAMBAYEQUE","LAMBAYEQUE","TUCUME","SASAPE VIEJO (HACIENDA VIEJA)",377,104,3.91663678737899,-6.51050718,-79.90471042,"Si","No","No","No",NA,0,69,0,"Subterránea","Todas","OC","Si","Si",8,12,12,7,7,"Si","Si",NA,"Bombeo sin tratamiento",NA,"Cercano","SUNASS","Rural","1403120030-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Tucume","EPSEL S.A.","029","029023","029023SEC01","029023 - TUCUME",4.62528163439369,"NO","Ambos","EPSEL S.A.","1403120030-1",1403120030,377
"5046","LAMBAYEQUE-83",1403120007,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO LOS BANCES","LAMBAYEQUE","LAMBAYEQUE","TUCUME","LOS BANCES",613,159,3.91663678737899,-6.48020998,-79.89805999,"Si","No","No","No",NA,0,284,0,"Subterránea","Ninguna","OC","Si","Si",5,4,6,7,7,"No","No",NA,"Bombeo sin tratamiento",NA,"Cercano","SUNASS","Rural","1403120007-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Illimo","EPSEL S.A.","029","029015","029015SEC01","029015 - ILLIMO",4.36207141430058,"NO","Ambos","EPSEL S.A.","1403120007-1",1403120007,613
"5047","LAMBAYEQUE-66",1403030003,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SAN PEDRO DE SASAPE","LAMBAYEQUE","LAMBAYEQUE","ILLIMO","SAN PEDRO DE SASAPE",414,103,3.34820415879017,-6.45988333,-79.88139833,"Si","No","No","No",NA,0,92,0,"Subterránea","Ninguna","OC","Si","Si",5,6,6,7,7,"Si","Si",NA,"Bombeo sin tratamiento",NA,"Cercano","SUNASS","Rural","1403030003-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Illimo","EPSEL S.A.","029","029015","029015SEC01","029015 - ILLIMO",2.88091485088687,"NO","Ambos","EPSEL S.A.","1403030003-1",1403030003,414
"5048","LAMBAYEQUE-64",1403030010,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SAN JUAN","LAMBAYEQUE","LAMBAYEQUE","ILLIMO","SAN JUAN",309,84,3.34820415879017,-6.468265,-79.87562,"Si","No","No","No",NA,0,85,0,"Subterránea","Ninguna","OC","Si","Si",5,5.3,5.3,7,7,"Si","No",NA,"Bombeo sin tratamiento",NA,"Periurbano","SUNASS","Rural","1403030010-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Illimo","EPSEL S.A.","029","029015","029015SEC01","029015 - ILLIMO",2.00914085694115,"NO","Ambos","EPSEL S.A.","1403030010-1",1403030010,309
"5049","LAMBAYEQUE-62",1403030019,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO CRUZ VERDE","LAMBAYEQUE","LAMBAYEQUE","ILLIMO","CRUZ VERDE",146,45,3.34820415879017,-6.47495167,-79.84161833,"Si","No","No","No",NA,0,113,0,"Subterránea","Ninguna","OC","Si","Si",6,1.5,1.5,7,7,"Si","Si",NA,"Bombeo sin tratamiento",NA,"Periurbano","SUNASS","Rural","1403030019-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Illimo","EPSEL S.A.","029","029015","029015SEC01","029015 - ILLIMO",0.0582912986316415,"NO","Ambos","EPSEL S.A.","1403030019-1",1403030019,146
"5050","LAMBAYEQUE-60",1403120016,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SAPAMÉ","LAMBAYEQUE","LAMBAYEQUE","TUCUME","SAPAME",859,171,3.91663678737899,-6.48256167,-79.82224167,"Si","No","No","No",NA,0,107,0,"Subterránea","Todas","OC","Si","Si",7,3,3,7,7,"Si","No",NA,"Bombeo sin tratamiento",NA,"Periurbano","SUNASS","Rural","1403120016-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Illimo","EPSEL S.A.","029","029015","029015SEC01","029015 - ILLIMO",2.2914751233924,"NO","Ambos","EPSEL S.A.","1403120016-1",1403120016,859
"5051","LAMBAYEQUE-108",1401080031,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO CALAZÁN","LAMBAYEQUE","CHICLAYO","MONSEFU","CALAZAN",382,106,3.47927013603973,-6.85775361,-79.84081776,"Si","No","No","No",NA,0,17,0,"Subterránea","Ninguna","OC","No","Si",8,24,24,7,7,"No","No",NA,"Bombeo sin tratamiento",NA,"Periurbano","SUNASS","Rural","1401080031-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Reque","EPSEL S.A.","029","029012","029012SEC01","029012 - REQUE",1.68792148338788,"NO","Ambos","EPSEL S.A.","1401080031-1",1401080031,382
"5052","LAMBAYEQUE-107",1401080022,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO CALLANCA CENTRO","LAMBAYEQUE","CHICLAYO","MONSEFU","CALLANCA",864,218,3.47927013603973,-6.83947421,-79.80955922,"Si","No","No","No",NA,0,50,0,"Subterránea","Todas","OC","No","Si",5,12,12,7,7,"No","No",NA,"Bombeo sin tratamiento",NA,"Periurbano","SUNASS","Rural","1401080022-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Reservorio Sur - La Victoria","EPSEL S.A.","029","029001","029001SEC07","029001 - CHICLAYO",2.0326571842203,"NO","Ambos","EPSEL S.A.","1401080022-1",1401080022,864
"5053","LAMBAYEQUE-103",1401080043,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO RAMA GUZMÁN","LAMBAYEQUE","CHICLAYO","MONSEFU","GUZMAN",548,141,3.47927013603973,-6.84649689,-79.82003917,"Si","No","No","No",NA,0,86,0,"Subterránea","Todas","OC","Si","Si",7,4,4,7,7,"Si","Si",2,"Bombeo sin tratamiento",NA,"Periurbano","SUNASS","Rural","1401080043-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Reque","EPSEL S.A.","029","029012","029012SEC01","029012 - REQUE",0.969641218322376,"NO","Ambos","EPSEL S.A.","1401080043-1",1401080043,548
"5054","LAMBAYEQUE-96",1401080019,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO MICARCAPE","LAMBAYEQUE","CHICLAYO","MONSEFU","MICARCAPE",395,124,3.47927013603973,-6.85218807,-79.83759361,"Si","No","No","No",NA,0,38,0,"Subterránea","Ninguna","OC","Si","Si",10,24,24,7,7,"Si","Si",NA,"Bombeo sin tratamiento",NA,"Periurbano","SUNASS","Rural","1401080019-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Reservorio Sur - La Victoria","EPSEL S.A.","029","029001","029001SEC07","029001 - CHICLAYO",1.31039525893536,"NO","Ambos","EPSEL S.A.","1401080019-1",1401080019,395
"5055","LAMBAYEQUE-90",1401080005,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO RAMA CUSTODIO","LAMBAYEQUE","CHICLAYO","MONSEFU","CUSTODIO",392,111,3.47927013603973,-6.83162412,-79.80088438,"Si","No","No","No",NA,0,74,0,"Subterránea","Algunas","OC","Si","Si",5,24,24,7,7,"No","No",NA,"Bombeo sin tratamiento",NA,"Cercano","SUNASS","Rural","1401080005-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Reservorio Sur - La Victoria","EPSEL S.A.","029","029001","029001SEC07","029001 - CHICLAYO",2.86661486315436,"NO","Ambos","EPSEL S.A.","1401080005-1",1401080005,392
"5056","LAMBAYEQUE-85",1401180020,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO BUENOS AIRES","LAMBAYEQUE","CHICLAYO","POMALCA","BUENOS AIRES",173,48,3.28142857142857,-6.8271071,-79.7917426,"Si","No","No","No",NA,0,42,0,"Subterránea","Todas","OC","Si","Si",6,15,24,7,7,"Si","Si",NA,"Bombeo sin tratamiento",NA,"Cercano","SUNASS","Rural","1401180020-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Reservorio Sur - La Victoria","EPSEL S.A.","029","029001","029001SEC07","029001 - CHICLAYO",3.81016375674307,"NO","Ambos","EPSEL S.A.","1401180020-1",1401180020,173
"5057","LAMBAYEQUE-97",1403120013,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SAN BERNARDINO POZO N°1","LAMBAYEQUE","LAMBAYEQUE","TUCUME","SAN BERNARDINO",1009,210,3.91663678737899,-6.49034667,-79.86761,"Si","No","No","Si",NA,0,78,0,"Subterránea","Ninguna","OC","Si","Si",5,12,24,7,7,"Si","Si",NA,"Bombeo sin tratamiento",NA,"Periurbano","SUNASS","Rural","1403120013-2","Rural",NA,NA,"EPSEL S.A.","No","Sector Tucume","EPSEL S.A.","029","029023","029023SEC01","029023 - TUCUME",1.2026123223118,"NO","Ambos","EPSEL S.A.","1403120013-2",1403120013,1009
"5058","LAMBAYEQUE-84",1403120013,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SAN BERNARDINO POZO N°2","LAMBAYEQUE","LAMBAYEQUE","TUCUME","SAN BERNARDINO",1009,210,3.91663678737899,-6.49034667,-79.86761,"Si","No","No","Si",NA,0,150,0,"Subterránea","Todas","OC","Si","Si",5,24,24,7,7,"Si","Si",NA,"Bombeo sin tratamiento",NA,"Periurbano","SUNASS","Rural","1403120013-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Tucume","EPSEL S.A.","029","029023","029023SEC01","029023 - TUCUME",1.2026123223118,"NO","Ambos","EPSEL S.A.","1403120013-1",1403120013,1009
"5059","LAMBAYEQUE-61",1403120022,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO CRUZ BLANCA","LAMBAYEQUE","LAMBAYEQUE","TUCUME","CRUZ BLANCA",468,110,3.91663678737899,-6.49679667,-79.87333167,"Si","No","No","No",NA,0,50,0,"Subterránea","Ninguna","OC","Si","Si",7,24,24,7,7,"Si","Si",NA,"Bombeo sin tratamiento",NA,"Periurbano","SUNASS","Rural","1403120022-1","Rural",NA,NA,"EPSEL S.A.","No","Sector Tucume","EPSEL S.A.","029","029023","029023SEC01","029023 - TUCUME",1.41023335960579,"NO","Ambos","EPSEL S.A.","1403120022-1",1403120022,468
